enrollee_id,target
16548,0.6737727632776825
12036,0.10456785565831342
11061,0.2506234088666482
5032,0.0874073053692288
17599,0.04877928345239597
19314,0.10013271952544556
12365,0.23385613277666667
22696,0.10209396533920828
16083,0.07477197927810898
33240,0.11189229926556744
813,0.07199823722780013
1362,0.07612494680711912
3821,0.11217462636518884
26316,0.2119477220253228
29269,0.0964212755903892
22524,0.09508320173893729
30407,0.09375930471427639
863,0.07145516918904424
27743,0.09285056070175028
29303,0.09014438244141441
1019,0.12011653397112995
8819,0.09140150863862216
5397,0.13302371553668005
14697,0.052549774506615694
10407,0.12939518231614044
19224,0.11163382338196949
735,0.08079431274114043
14106,0.3095870030275458
858,0.0940711350053749
9061,0.08412854520872284
12775,0.0737867691797996
7964,0.08863997351115778
30781,0.06875467952605964
29346,0.16288790183793772
17991,0.12277729554783504
15768,0.09933075849515824
15378,0.09489356553758528
27248,0.048493289441587074
5931,0.06975376856706607
11897,0.06893139055987695
10606,0.059616891128322136
28368,0.1207352699369562
11081,0.04950569620868824
19611,0.10027659133577721
1283,0.1387442664405258
18590,0.06947873828060817
2076,0.06175528998875242
19130,0.07635927375223155
29874,0.0740196549417549
16387,0.045687560294512375
22536,0.08101914524678824
30268,0.1953190039162385
23258,0.1123761429651124
14201,0.15232612005987095
10551,0.08431331585101462
28787,0.09267061006103093
23340,0.2836536709089516
26020,0.08697276250200789
22989,0.07676048646574084
14594,0.09152368181336229
10127,0.14977095400974907
18684,0.09808344096664502
20163,0.09629480106016589
997,0.10573758804196673
32505,0.2937789895931755
28948,0.0800955797814
19793,0.10609996045230548
22487,0.15696033767474976
28765,0.0751093859075633
28078,0.11809671949541395
3780,0.07701635256313848
15396,0.14160179332025308
31167,0.08199507359708053
8834,0.14686871897070122
12051,0.05231844756269972
29453,0.2592662363673086
4305,0.07420884731580364
28298,0.1479765888758007
33189,0.1182343369525469
6611,0.047712308046901776
4763,0.16355779429057826
11459,0.09542491678147658
4870,0.06954908132544946
12630,0.11331963762493555
29618,0.050857211064476965
30033,0.13844039865445396
25404,0.09479640003177298
5522,0.13924362830726633
13026,0.1420161914821681
14788,0.13137563734064933
8450,0.17907974263004722
15425,0.06709710524110779
17221,0.35540061043345
32535,0.1594251874903867
3356,0.08051026536062986
6938,0.1031728488816291
25715,0.0999550338323699
25064,0.056035313433844776
29805,0.07756925507332797
20608,0.24118188376273528
32283,0.07362482473662212
17793,0.13386782554863522
1525,0.13105069281466952
3579,0.17993107511494677
1704,0.0624474913727227
16657,0.18586193969737574
