enrollee_id,target
16548,0.9346317372275857
12036,0.4459100665416975
11061,0.6756492997762741
5032,0.37528116867377387
17599,0.17785595530803203
19314,0.4108150664530038
12365,0.6629686809633722
22696,0.4456333446002394
16083,0.29701865552594325
33240,0.4392000130318417
813,0.32784806797102095
1362,0.3440500332312951
3821,0.46004779454366207
26316,0.6274867883238342
29269,0.4234050242394261
22524,0.4051448467183646
30407,0.42648168768597444
863,0.3208290007216642
27743,0.41514893774172473
29303,0.3947910277822199
1019,0.4440646767614325
8819,0.4119368834191839
5397,0.4857307658616744
14697,0.2611305665283097
10407,0.49427780404024235
19224,0.4226417472294538
735,0.3471496507718187
14106,0.7446654594153777
858,0.4239056128472391
9061,0.41243787680659655
12775,0.3290996962145275
7964,0.41647061023540083
30781,0.32492698621997596
29346,0.544568921392203
17991,0.4741234094180924
15768,0.4598474804895083
15378,0.3865658555550942
27248,0.27001767100917956
5931,0.30533935419364483
11897,0.3234239550149273
10606,0.2986159253174509
28368,0.4664451667734929
11081,0.2425663480776974
19611,0.4029366508721183
1283,0.5043110775213776
18590,0.28400143538510747
2076,0.2941365066023215
19130,0.3460101130241072
29874,0.3824702850253572
16387,0.258730155279583
22536,0.35439948957413525
30268,0.6024039240105907
23258,0.4273419114371696
14201,0.544564462294135
10551,0.4153532187375608
28787,0.3879269190554493
23340,0.7174154441784955
26020,0.3866732665444966
22989,0.33009209825682234
14594,0.35157679563702776
10127,0.5180010785822362
18684,0.4021187608612571
20163,0.343171684855053
997,0.4724715031395663
32505,0.7289084206941829
28948,0.37081948798028846
19793,0.48401261232493614
22487,0.5601621293638984
28765,0.3615841691353747
28078,0.511237153559627
3780,0.36914702444296826
15396,0.5333559217698849
31167,0.42108299762651114
8834,0.542627565148888
12051,0.2613878188702444
29453,0.7319308925692843
4305,0.3666123019155196
28298,0.5505933242500816
33189,0.46137184232191114
6611,0.21804481853135557
4763,0.5593759447204475
11459,0.4083660191945026
4870,0.34632908861997347
12630,0.4982210186959997
29618,0.2430648329433674
30033,0.4228034737254548
25404,0.4362464895086203
5522,0.5028869709089039
13026,0.5174312690676879
14788,0.4694711549716255
8450,0.5768584934329013
15425,0.33501301681460555
17221,0.7807161351625675
32535,0.5880308125807343
