Id,SalePrice
1461,119085.5529095495
1462,164887.2011538241
1463,180684.12142366002
1464,195699.36339481696
1465,196627.50761906934
1466,169228.5554922369
1467,177623.705094376
1468,164664.8509919198
1469,179319.00586653157
1470,120903.54152637221
1471,183242.54201702634
1472,98387.79308830522
1473,96616.25960334403
1474,145618.2244542723
1475,109855.92270413082
1476,358114.0929774619
1477,249588.57651475174
1478,278338.909525465
1479,282271.90691766853
1480,538811.8022925849
1481,320613.71357187093
1482,204695.73959821003
1483,171440.6977239601
1484,160269.89699485563
1485,181474.36716142815
1486,188807.57936303885
1487,343551.48355388234
1488,221149.7937267943
1489,191084.7788249203
1490,248993.7434791244
1491,189737.5772232993
1492,87996.00524614488
1493,179180.1923311591
1494,290504.1702976088
1495,274621.69100666064
1496,237206.9777333652
1497,182456.01658696667
1498,183240.49517930282
1499,160387.60558132912
1500,157340.93284145475
1501,185131.17161307702
1502,151828.49365310874
1503,312071.17152901605
1504,241277.93687769727
1505,227808.92793479862
1506,188443.16976910704
1507,263356.4844421885
1508,201857.3776455975
1509,152901.66897354313
1510,151482.93597125114
1511,168345.95224026148
1512,172847.22326945982
1513,146955.26545372885
1514,170073.32196412326
1515,191219.56744464007
1516,147332.1994645832
1517,164666.98932984518
1518,130771.31678178962
1519,221900.5855236252
1520,130622.14666407769
1521,133061.9169036358
1522,172498.75085974563
1523,114580.54001371944
1524,115017.39821357848
1525,120157.04831694014
1526,111935.92031831012
1527,107234.05062326763
1528,126055.44448436197
1529,152585.13276729654
1530,195678.12105394172
1531,110042.59232026411
1532,98505.41667769304
1533,153432.31998787084
1534,122288.42913633732
1535,141017.01207198433
1536,102854.96403893491
1537,70016.0811424196
1538,141207.73423317328
1539,180127.6924353363
1540,83660.25639821694
1541,131892.9918455967
1542,163750.68147033607
1543,200724.44470548382
1544,93303.22370351046
1545,119556.42304759657
1546,136987.95369575708
1547,135854.87244868826
1548,135720.2136315478
1549,122179.75525285592
1550,137842.86151223298
1551,109034.94970711425
1552,132187.75818911332
1553,134608.77481873348
1554,120131.53129132271
1555,162259.39138145372
1556,80320.66812197091
1557,113357.1671258877
1558,106182.14807240457
1559,58207.20557153182
1560,133349.2841377175
1561,116733.89013015643
1562,127431.30786077848
1563,118083.4280452343
1564,157029.87992214636
1565,146985.60626347465
1566,230040.2636658202
1567,80553.80971671348
1568,240961.7941801948
1569,131905.0221797687
1570,129490.56027240668
1571,123126.38847327694
1572,138878.4060085519
1573,168567.16952019412
1574,121911.90173010822
1575,212542.38601607695
1576,240359.91648601112
1577,181934.8203729197
1578,133618.90894820262
1579,150322.67912737242
1580,194515.2703121079
1581,156065.3338579482
1582,126839.07199315335
1583,320636.97466694994
1584,223255.73869609204
1585,136646.6003345321
1586,87308.57380183891
1587,110784.78959321909
1588,150176.21671788805
1589,95472.8646931344
1590,136089.14968284155
1591,91697.70269231273
1592,124449.11521062558
1593,127076.32465780545
1594,148095.5604060888
1595,107638.61889065968
1596,230291.98321397795
1597,195492.0005701193
1598,221580.9724694439
1599,149070.13082977256
1600,143755.69913597696
1601,78295.06016003819
1602,114667.24664871642
1603,59877.95985012605
1604,266378.81873612065
1605,230897.57407039637
1606,165680.36826613845
1607,179796.10334022506
1608,214352.4774101291
1609,184854.55670352152
1610,159793.65710520674
1611,132480.3642006045
1612,174074.25498299708
1613,167246.10845929506
1614,108303.94830551372
1615,83878.62497552276
1616,75970.57913380397
1617,92703.28946431077
1618,133719.22685974793
1619,138440.5743949183
1620,173977.7085152132
1621,130137.83741305521
1622,136291.4171723328
1623,244795.49968940608
1624,212975.00070635782
1625,122559.9651790909
1626,174791.33069144536
1627,192623.81355803995
1628,255735.29448494132
1629,172971.5674234862
1630,421624.246979525
1631,236499.20018965853
1632,255087.15474393347
1633,170204.46723044023
1634,186977.9653205671
1635,171204.1213057068
1636,148644.21328550036
1637,204236.44984756465
1638,177121.77158076043
1639,191164.04835919337
1640,242966.39360262235
1641,178051.83036764135
1642,236379.71180644393
1643,215454.96614563398
1644,227458.11834737263
1645,228546.92169579957
1646,150842.67493500264
1647,149190.92099715502
1648,130921.1737441331
1649,135884.83253580495
1650,116409.13769709866
1651,119553.46600705213
1652,100216.33064392263
1653,103058.79221432137
1654,147469.33232700647
1655,130753.83691310756
1656,140382.51593402107
1657,151097.59446733055
1658,148024.83712079318
1659,126372.67626228352
1660,152177.1044274644
1661,489502.0496436489
1662,410531.7509627923
1663,372092.84946078743
1664,642939.2183761952
1665,295400.7935572491
1666,310837.55442585616
1667,384088.08005260397
1668,320134.16561136465
1669,287913.4761513515
1670,332448.4201630479
1671,280925.87103486346
1672,476194.5940014551
1673,297286.97697611316
1674,247625.32759688442
1675,202105.75913352025
1676,196449.74422460148
1677,223153.48448373922
1678,507152.54060280474
1679,383345.58052126586
1680,310532.55303444463
1681,234569.0668810745
1682,318368.56037494336
1683,197157.8534441892
1684,176034.98813375644
1685,167005.73488526468
1686,162818.39167718493
1687,160385.1299759455
1688,184248.82089483368
1689,187142.59913200972
1690,193653.17690039845
1691,182057.42845100284
1692,250010.56875231877
1693,164610.15165062965
1694,181162.53397908842
1695,166981.41182125776
1696,277004.2933595446
1697,173964.3340067454
1698,359389.7849002039
1699,301929.0547711938
1700,250492.62767982564
1701,260951.59039465693
1702,235503.710731032
1703,232227.97811419846
1704,274116.8352617161
1705,227320.03986547337
1706,378273.3080445552
1707,211633.8385276154
1708,202016.39591271337
1709,254572.39695609332
1710,216199.20111633552
1711,276687.4017231839
1712,258384.61297947107
1713,266897.32699887763
1714,216225.39778697625
1715,203885.34240656302
1716,180011.43231734482
1717,168721.5413378722
1718,134076.93831279635
1719,200287.40439530706
1720,202177.1437535967
1721,145158.52755814645
1722,115651.97597007944
1723,144083.08144011386
1724,200100.73488258556
1725,233866.12012947167
1726,180485.87479267028
1727,151810.62608711113
1728,158673.5870759142
1729,170122.51861107565
1730,156641.18893102548
1731,119417.28711746175
1732,128234.98645210905
1733,113462.23018578673
1734,126047.44646145077
1735,113278.02847550053
1736,111962.32707149077
1737,331439.24629574735
1738,242424.37310185333
1739,250404.23234388692
1740,234381.31170885824
1741,203437.48383394652
1742,174139.41639112175
1743,178249.3369756999
1744,308955.5153031029
1745,223217.7150951234
1746,187116.30147309956
1747,217757.4549236867
1748,225334.09237236588
1749,141789.2484945349
1750,124280.18059739162
1751,243731.95492715674
1752,118765.25838253101
1753,152318.5436709883
1754,191567.49149405723
1755,159291.78810863016
1756,133751.43463068138
1757,117961.06820160591
1758,146194.21071353022
1759,162133.203780644
1760,167935.11049614655
1761,155626.692900476
1762,181088.72307447
1763,171029.204110089
1764,115961.45576943735
1765,133049.4701148766
1766,195127.2824127894
1767,232977.3128390796
1768,142433.78693329546
1769,158008.8137048176
1770,153794.8264746518
1771,121186.49024512447
1772,129724.18892177576
1773,124035.3681800033
1774,151896.1784889367
1775,142879.14938005892
1776,122419.61690878011
1777,111568.34046112632
1778,141653.4794373452
1779,134307.60663964116
1780,150756.47630666094
1781,118832.63978302908
1782,100166.11157537514
1783,143660.50663054836
1784,112784.80151987019
1785,114400.884215548
1786,169927.33173523264
1787,150175.7148687677
1788,72620.59457611105
1789,99565.34146753848
1790,90954.0677454275
1791,199656.4541893454
1792,153610.09655590064
1793,132902.2107576064
1794,155793.96240090387
1795,131199.9958568339
1796,133409.87770856646
1797,105799.96491700673
1798,121685.54490117032
1799,115736.16909059156
1800,128671.52308144719
1801,126114.31082788309
1802,134946.18402160352
1803,151247.35634688995
1804,135344.0790643332
1805,139905.56952138722
1806,133110.17792132407
1807,128922.93344868936
1808,116773.24906021872
1809,112440.33568485134
1810,139254.11738785892
1811,87241.72621942995
1812,93984.2715859635
1813,125040.93622653342
1814,102991.16336312509
1815,70095.28382575585
1816,103373.7175430327
1817,106071.24770869488
1818,131325.35620347052
1819,125603.80587964681
1820,52345.65761570936
1821,109926.97991232754
1822,142793.24598753388
1823,43490.41326474294
1824,129168.98869325644
1825,136838.32157839547
1826,109591.53185886807
1827,105621.60151446398
1828,143497.76346454775
1829,128388.44987777589
1830,145976.64255435104
1831,141022.36495233802
1832,82152.82196965486
1833,135073.34953012058
1834,120318.44549595834
1835,127735.64572112935
1836,129503.60988352596
1837,94559.47323609098
1838,123981.87776644964
1839,114273.75476765918
1840,140535.55474718875
1841,132504.7044738694
1842,92522.27774719334
1843,133632.4175015953
1844,127654.57441927944
